date,name student,rating,number rating
2035-03-18,Denis,5,3
2035-03-19,Denis,2,6
2035-03-23,Denis,2,1
2035-03-28,Denis,3,7
2035-03-29,Denis,4,3
2035-03-31,Denis,5,6
2035-04-06,Denis,5,6
2035-04-07,Denis,5,2
2035-04-09,Denis,5,6
2035-04-10,Denis,2,3
2035-04-13,Denis,5,5
2035-04-15,Denis,3,4
2035-04-16,Denis,5,3
2035-04-20,Denis,5,4
2035-04-24,Denis,4,1
2035-04-26,Denis,5,1
2035-04-27,Denis,4,3
2035-04-29,Denis,2,4
2035-04-30,Denis,4,1
2035-05-02,Denis,5,4
2035-05-09,Denis,5,5
2035-05-12,Denis,2,2
2035-05-15,Denis,2,1
2035-05-16,Denis,5,1
2035-05-18,Denis,5,7
2035-05-19,Denis,4,6
2035-05-22,Denis,5,4
2035-05-24,Denis,5,1
2035-05-31,Denis,5,3
2035-06-01,Denis,5,4
2035-06-03,Denis,3,1
2035-06-07,Denis,4,3
2035-06-08,Denis,4,5
2035-06-14,Denis,4,3
2035-06-17,Denis,2,2
2035-06-22,Denis,2,1
2035-06-26,Denis,5,3
2035-06-29,Denis,2,4
2035-07-05,Denis,4,7
2035-07-14,Denis,5,1
2035-07-27,Denis,4,4
2035-08-01,Denis,4,7
2035-08-07,Denis,5,5
2035-08-09,Denis,4,7
2035-08-11,Denis,4,4
2035-08-18,Denis,5,6
2035-08-20,Denis,5,4
2035-08-22,Denis,2,6
2035-08-25,Denis,4,4
2035-08-26,Denis,3,3
2035-08-28,Denis,5,1
2035-08-29,Denis,4,4
2035-08-30,Denis,2,7
2035-08-31,Denis,2,7
2035-09-01,Denis,4,4
2035-09-03,Denis,5,3
2035-09-07,Denis,4,1
2035-09-10,Denis,4,7
2035-09-11,Denis,2,7
2035-09-13,Denis,5,2
2035-09-14,Denis,2,5
2035-09-15,Denis,3,7
2035-09-17,Denis,2,5
2035-09-20,Denis,3,1
2035-09-21,Denis,5,4
2035-09-27,Denis,3,3
2035-10-01,Denis,5,3
2035-10-09,Denis,2,6
2035-10-14,Denis,2,7
2035-10-16,Denis,2,6
2035-10-20,Denis,4,2
2035-10-21,Denis,4,6
2035-10-22,Denis,5,4
2035-10-26,Denis,4,2
2035-10-30,Denis,4,7
2035-11-01,Denis,5,7
2035-11-03,Denis,3,3
2035-11-04,Denis,2,6
2035-11-08,Denis,5,2
2035-11-11,Denis,3,2
2035-11-14,Denis,3,5
2035-11-16,Denis,2,1
2035-11-20,Denis,2,3
2035-11-21,Denis,2,2
2035-11-22,Denis,4,7
2035-11-30,Denis,4,4
2035-12-06,Denis,2,4
2035-12-07,Denis,4,7
2035-12-08,Denis,5,3
2035-12-09,Denis,3,5
2035-12-15,Denis,2,5
2035-12-17,Denis,4,3
2035-12-28,Denis,5,4
2035-12-31,Denis,3,7
2036-01-07,Denis,2,5
2036-01-10,Denis,4,5
2036-01-15,Denis,2,7
2036-01-18,Denis,5,2
2036-01-21,Denis,3,5
2036-01-24,Denis,2,6
2036-01-29,Denis,4,6
2036-01-31,Denis,5,4
2036-02-01,Denis,2,1
2036-02-08,Denis,3,3
2036-02-12,Denis,5,6
2036-02-19,Denis,4,4
2036-02-20,Denis,2,7
2036-02-23,Denis,3,4
2036-02-24,Denis,4,6
2036-02-27,Denis,5,7
2036-02-29,Denis,5,4
2036-03-04,Denis,3,4
2036-03-05,Denis,5,6
2036-03-08,Denis,2,6
2036-03-12,Denis,5,3
2036-03-21,Denis,4,5
2036-03-22,Denis,5,5
2036-03-24,Denis,2,7
2036-04-01,Denis,5,3
2036-04-07,Denis,2,5
2036-04-09,Denis,5,3
2036-04-11,Denis,3,7
2036-04-14,Denis,3,6
2036-04-15,Denis,5,7
2036-04-17,Denis,3,6
2036-04-22,Denis,5,6
2036-04-24,Denis,3,4
2036-04-26,Denis,3,6
2036-05-12,Denis,4,6
2036-05-13,Denis,2,5
2036-05-15,Denis,2,6
2036-05-16,Denis,4,7
2036-05-17,Denis,2,5
2036-05-18,Denis,2,5
2036-05-20,Denis,2,7
2036-05-24,Denis,2,4
2036-05-27,Denis,3,6
2036-05-28,Denis,5,1
2036-06-02,Denis,4,3
2036-06-05,Denis,5,6
2036-06-10,Denis,4,6
2036-06-13,Denis,5,6
2036-06-17,Denis,4,7
2036-06-19,Denis,5,5
2036-06-25,Denis,2,2
2036-07-06,Denis,4,5
2036-07-08,Denis,2,4
2036-07-10,Denis,2,4
2036-07-11,Denis,2,2
2036-07-12,Denis,2,7
2036-07-14,Denis,4,6
2036-07-16,Denis,2,7
2036-07-17,Denis,5,1
2036-07-21,Denis,2,2
2036-07-26,Denis,3,1
2036-07-28,Denis,2,1
2036-07-29,Denis,5,7
2036-08-01,Denis,3,1
2036-08-09,Denis,4,5
2036-08-10,Denis,5,6
2036-08-11,Denis,2,1
2036-08-17,Denis,4,2
2036-08-21,Denis,5,6
2036-08-23,Denis,4,4
2036-08-25,Denis,2,6
2036-08-27,Denis,4,3
2036-08-31,Denis,3,7
2036-09-01,Denis,4,3
2036-09-03,Denis,5,7
2036-09-13,Denis,3,2
2036-09-15,Denis,5,1
2036-09-20,Denis,2,4
2036-09-22,Denis,2,2
2036-09-23,Denis,3,1
2036-09-24,Denis,2,3
2036-09-25,Denis,2,6
2036-09-26,Denis,4,6
2036-09-28,Denis,2,6
2036-10-09,Denis,2,2
2036-10-13,Denis,3,5
2036-10-15,Denis,5,2
2036-10-16,Denis,4,5
2036-10-17,Denis,5,3
2036-10-19,Denis,3,6
2036-10-20,Denis,2,6
2036-10-22,Denis,2,3
2036-10-24,Denis,4,4
2036-11-02,Denis,4,3
2036-11-03,Denis,4,7
2036-11-04,Denis,2,6
2036-11-07,Denis,3,1
2036-11-08,Denis,4,4
2036-11-09,Denis,5,4
2036-11-17,Denis,4,1
2036-11-27,Denis,3,6
2036-12-01,Denis,2,2
2036-12-02,Denis,5,4
2036-12-03,Denis,2,3
2036-12-05,Denis,2,2
2036-12-08,Denis,2,1
2036-12-11,Denis,4,7
2036-12-12,Denis,3,4
2036-12-14,Denis,2,1
2036-12-16,Denis,5,7
2036-12-18,Denis,3,1
2036-12-23,Denis,3,6
2036-12-24,Denis,4,4
2036-12-25,Denis,4,6
2036-12-27,Denis,2,7
2036-12-28,Denis,4,2
2036-12-29,Denis,3,1
2037-01-02,Denis,5,3
2037-01-07,Denis,2,1
2037-01-08,Denis,2,2
2037-01-11,Denis,2,2
2037-01-12,Denis,2,5
2037-01-14,Denis,2,5
2037-01-15,Denis,5,3
2037-01-19,Denis,2,6
2037-01-23,Denis,2,3
2037-01-26,Denis,5,1
2037-01-31,Denis,5,3
2037-02-01,Denis,5,6
2037-02-04,Denis,2,4
2037-02-08,Denis,3,7
2037-02-10,Denis,2,2
2037-02-14,Denis,4,4
2037-02-16,Denis,4,5
2037-02-17,Denis,5,7
2037-02-19,Denis,2,2
2037-02-24,Denis,2,3
2037-03-01,Denis,4,5
2037-03-06,Denis,2,1
2037-03-14,Denis,2,3
2037-03-18,Denis,4,1
2037-03-21,Denis,5,3
2037-03-22,Denis,5,2
2037-04-01,Denis,4,4
2037-04-02,Denis,4,5
2037-04-03,Denis,3,4
2037-04-06,Denis,2,3
2037-04-07,Denis,2,7
2037-04-10,Denis,2,5
2037-04-14,Denis,4,6
2037-04-17,Denis,2,1
2037-04-25,Denis,4,1
2037-04-26,Denis,3,3
2037-04-30,Denis,2,2
2037-05-01,Denis,3,6
2037-05-03,Denis,5,5
2037-05-04,Denis,2,1
2037-05-05,Denis,4,4
2037-05-11,Denis,4,3
2037-05-12,Denis,2,1
2037-05-13,Denis,4,3
2037-05-19,Denis,3,6
2037-05-20,Denis,5,1
2037-05-21,Denis,5,5
2037-05-23,Denis,3,1
2037-05-28,Denis,2,3
2037-05-30,Denis,5,3
2037-06-02,Denis,4,3
2037-06-03,Denis,4,7
2037-06-04,Denis,2,1
2037-06-07,Denis,5,4
2037-06-09,Denis,4,1
2037-06-15,Denis,3,1
2037-06-17,Denis,2,7
2037-06-19,Denis,4,1
2037-07-02,Denis,3,5
2037-07-07,Denis,5,7
2037-07-09,Denis,5,1
2037-07-11,Denis,2,5
2037-07-20,Denis,5,6
2037-07-22,Denis,4,6
2037-07-26,Denis,3,6
2037-07-28,Denis,3,5
2037-07-31,Denis,3,5
2037-08-03,Denis,3,7
2037-08-05,Denis,4,6
2037-08-08,Denis,4,6
2037-08-10,Denis,4,2
2037-08-14,Denis,4,7
2037-08-17,Denis,4,3
2037-08-19,Denis,5,2
2037-08-26,Denis,2,7
2037-08-30,Denis,4,5
2037-09-02,Denis,4,5
2037-09-05,Denis,4,3
2037-09-07,Denis,4,3
2037-09-11,Denis,5,5
2037-09-13,Denis,2,1
2037-09-16,Denis,2,5
2037-09-17,Denis,3,5
2037-09-18,Denis,5,1
2037-09-19,Denis,4,5
2037-09-22,Denis,5,2
2037-09-26,Denis,3,2
2037-09-27,Denis,5,6
2037-10-01,Denis,3,6
2037-10-07,Denis,5,5
2037-10-09,Denis,4,2
2037-10-10,Denis,4,2
2037-10-11,Denis,5,5
2037-10-13,Denis,4,5
2037-10-14,Denis,4,4
2037-10-15,Denis,2,7
2037-10-17,Denis,5,4
2037-10-25,Denis,2,5
2037-10-26,Denis,2,6
2037-10-28,Denis,5,7
2037-10-30,Denis,2,5
2037-11-05,Denis,2,6
2037-11-06,Denis,5,1
2037-11-10,Denis,2,7
2037-11-14,Denis,5,3
2037-11-15,Denis,3,1
2037-11-19,Denis,5,4
2037-11-21,Denis,3,3
2037-11-23,Denis,5,6
2037-11-27,Denis,5,6
2037-11-29,Denis,4,5
2037-11-30,Denis,5,6
2037-12-06,Denis,4,1
2037-12-07,Denis,5,6
2037-12-08,Denis,2,3
2037-12-10,Denis,5,6
2037-12-13,Denis,5,7
2037-12-18,Denis,4,6
2037-12-26,Denis,2,4
2037-12-27,Denis,2,2
2037-12-30,Denis,3,4
2038-01-02,Denis,3,2
2038-01-05,Denis,3,7
2038-01-08,Denis,4,3
2038-01-10,Denis,4,7
2038-01-14,Denis,4,7
2038-01-20,Denis,4,2
2038-01-23,Denis,5,5
2038-01-25,Denis,2,1
2038-01-26,Denis,3,1
2038-02-02,Denis,3,5
2038-02-03,Denis,2,6
2038-02-05,Denis,5,4
2038-02-07,Denis,4,2
2038-02-19,Denis,5,2
2038-02-23,Denis,4,1
2038-03-03,Denis,4,7
2038-03-07,Denis,5,1
2038-03-09,Denis,4,5
2038-03-10,Denis,4,4
2038-03-19,Denis,5,5
2038-03-25,Denis,2,7
2038-04-05,Denis,3,5
2038-04-06,Denis,4,6
2038-04-07,Denis,5,4
2038-04-11,Denis,5,3
2038-04-12,Denis,5,4
2038-04-13,Denis,5,6
2038-04-16,Denis,5,3
2038-04-26,Denis,5,7
2038-04-27,Denis,4,2
2038-04-28,Denis,5,3
2038-05-01,Denis,2,7
2038-05-06,Denis,3,2
2038-05-07,Denis,4,7
2038-05-09,Denis,2,7
2038-05-14,Denis,2,7
2038-05-15,Denis,5,4
2038-05-17,Denis,2,2
2038-05-20,Denis,2,5
2038-05-21,Denis,3,5
2038-06-02,Denis,4,6
2038-06-03,Denis,5,6
2038-06-07,Denis,3,6
2038-06-09,Denis,2,5
2038-06-10,Denis,2,6
2038-06-14,Denis,5,2
2038-06-18,Denis,5,6
2038-06-21,Denis,4,6
2038-07-01,Denis,4,4
2038-07-05,Denis,3,6
2038-07-06,Denis,4,5
2038-07-07,Denis,3,5
2038-07-09,Denis,2,6
2038-07-22,Denis,3,6
2038-07-24,Denis,5,7
2038-07-25,Denis,2,3
2038-07-28,Denis,4,1
2038-07-30,Denis,2,4
2038-08-03,Denis,3,5
2038-08-12,Denis,4,7
2038-08-15,Denis,5,5
2038-08-16,Denis,5,4
2038-08-18,Denis,3,6
2038-08-19,Denis,4,4
2038-08-21,Denis,5,5
2038-08-23,Denis,2,4
2038-08-24,Denis,5,3
2038-08-29,Denis,3,2
2038-08-30,Denis,5,6
2038-09-01,Denis,3,6
2038-09-02,Denis,3,7
2038-09-04,Denis,3,1
2038-09-08,Denis,5,6
2038-09-14,Denis,4,7
2038-09-15,Denis,3,4
2038-09-18,Denis,3,1
2038-09-20,Denis,4,6
2038-09-21,Denis,4,7
2038-09-23,Denis,3,4
2038-09-25,Denis,5,4
2038-09-26,Denis,2,1
2038-09-29,Denis,3,3
2038-09-30,Denis,5,1
2038-10-01,Denis,2,4
2038-10-02,Denis,2,7
2038-10-04,Denis,2,7
2038-10-05,Denis,4,1
2038-10-06,Denis,3,7
2038-10-08,Denis,5,4
2038-10-16,Denis,4,7
2038-10-18,Denis,2,4
2038-10-20,Denis,2,2
2038-10-22,Denis,4,7
2038-10-23,Denis,2,4
2038-10-25,Denis,2,7
2038-10-26,Denis,2,6
2038-10-28,Denis,5,1
2038-10-29,Denis,3,4
2038-10-30,Denis,3,5
2038-11-01,Denis,2,3
2038-11-02,Denis,3,5
2038-11-12,Denis,3,2
2038-11-13,Denis,2,2
2038-11-15,Denis,5,5
2038-11-16,Denis,3,1
2038-11-20,Denis,5,5
2038-11-26,Denis,2,3
2038-12-02,Denis,4,7
2038-12-03,Denis,2,1
2038-12-06,Denis,3,2
2038-12-07,Denis,2,5
2038-12-08,Denis,2,7
2038-12-11,Denis,2,1
2038-12-12,Denis,4,4
2038-12-13,Denis,3,7
2038-12-22,Denis,2,1
2038-12-23,Denis,2,4
2038-12-25,Denis,3,3
2038-12-28,Denis,4,5
2038-12-30,Denis,5,1
2039-01-09,Denis,2,7
2039-01-10,Denis,5,3
2039-01-11,Denis,3,2
2039-01-18,Denis,5,3
2039-01-20,Denis,3,5
2039-01-23,Denis,2,2
2039-01-24,Denis,4,1
2039-01-26,Denis,4,6
2039-01-29,Denis,3,7
2039-02-03,Denis,5,7
2039-02-05,Denis,2,5
2039-02-08,Denis,5,7
2039-02-10,Denis,3,3
2039-02-13,Denis,3,7
2039-02-14,Denis,2,3
2039-02-15,Denis,5,6
2039-02-18,Denis,5,7
2039-02-19,Denis,3,5
2039-02-27,Denis,3,6
2039-03-01,Denis,4,4
2039-03-02,Denis,2,1
2039-03-10,Denis,5,3
2039-03-15,Denis,4,2
2039-03-16,Denis,3,3
2039-03-18,Denis,2,1
2039-03-25,Denis,5,1
2039-03-26,Denis,4,4
2039-03-28,Denis,5,5
2039-03-29,Denis,2,6
2039-04-01,Denis,2,5
2039-04-02,Denis,5,6
2039-04-04,Denis,5,1
2039-04-05,Denis,2,2
2039-04-12,Denis,5,4
2039-04-15,Denis,3,2
2039-04-18,Denis,4,4
2039-04-20,Denis,4,6
2039-04-22,Denis,5,1
2039-05-01,Denis,4,3
2039-05-05,Denis,2,1
2039-05-09,Denis,2,4
2039-05-15,Denis,4,5
2039-05-16,Denis,4,1
2039-05-22,Denis,5,1
2039-05-23,Denis,3,4
2039-05-27,Denis,3,2
2039-05-29,Denis,4,2
2039-06-12,Denis,2,6
2039-06-15,Denis,5,2
2039-06-16,Denis,3,3
2039-06-18,Denis,4,2
2039-06-23,Denis,3,4
2039-06-25,Denis,3,6
2039-06-26,Denis,2,2
2039-07-01,Denis,2,1
2039-07-03,Denis,3,3
2039-07-08,Denis,4,4
2039-07-11,Denis,2,1
2039-07-16,Denis,5,1
2039-07-19,Denis,5,1
2039-07-23,Denis,2,6
2039-07-24,Denis,5,1
2039-07-25,Denis,4,5
2039-07-28,Denis,2,1
2039-07-31,Denis,2,3
2039-08-02,Denis,4,3
2039-08-03,Denis,2,7
2039-08-06,Denis,2,4
2039-08-08,Denis,2,2
2039-08-09,Denis,3,7
2039-08-16,Denis,2,1
2039-08-22,Denis,5,2
2039-08-24,Denis,5,3
2039-08-29,Denis,5,3
2039-09-07,Denis,4,5
2039-09-08,Denis,4,2
2039-09-11,Denis,4,5
2039-09-13,Denis,2,7
2039-09-15,Denis,3,5
2039-09-21,Denis,5,6
2039-09-26,Denis,2,7
2039-09-27,Denis,4,4
2039-10-05,Denis,2,3
2039-10-11,Denis,4,2
2039-10-12,Denis,3,7
2039-10-16,Denis,4,7
2039-10-18,Denis,5,2
2039-10-20,Denis,4,1
2039-10-25,Denis,4,2
2039-10-29,Denis,5,6
2039-10-30,Denis,5,5
2039-10-31,Denis,4,4
2039-11-05,Denis,2,5
2039-11-12,Denis,4,6
2039-11-18,Denis,4,1
2039-11-22,Denis,2,1
2039-12-01,Denis,5,3
2039-12-04,Denis,5,1
2039-12-05,Denis,5,6
2039-12-14,Denis,2,3
2039-12-17,Denis,2,1
2039-12-22,Denis,4,4
2039-12-24,Denis,3,6
2039-12-27,Denis,3,7
2039-12-28,Denis,3,7
2039-12-30,Denis,3,4
2040-01-02,Denis,2,1
2040-01-04,Denis,3,4
2040-01-10,Denis,2,4
2040-01-11,Denis,5,5
2040-01-13,Denis,2,2
2040-01-19,Denis,5,2
2040-01-21,Denis,5,7
2040-01-22,Denis,5,5
2040-01-24,Denis,5,4
2040-01-25,Denis,4,5
2040-02-01,Denis,3,6
2040-02-02,Denis,4,5
2040-02-09,Denis,4,3
2040-02-19,Denis,2,7
2040-02-20,Denis,2,4
2040-02-21,Denis,2,1
2040-02-25,Denis,2,4
2040-03-02,Denis,2,5
2040-03-03,Denis,4,1
2040-03-04,Denis,3,5
2040-03-06,Denis,4,2
2040-03-09,Denis,5,1
2040-03-14,Denis,3,6
2040-03-17,Denis,3,4
2040-03-24,Denis,5,6
2040-03-31,Denis,3,6
2040-04-04,Denis,2,4
2040-04-05,Denis,5,6
2040-04-06,Denis,5,2
2040-04-07,Denis,2,1
2040-04-11,Denis,4,1
2040-04-13,Denis,2,3
2040-04-19,Denis,5,7
2040-04-22,Denis,2,2
2040-04-24,Denis,2,5
2040-04-25,Denis,5,5
2040-04-27,Denis,2,2
2040-05-02,Denis,4,1
2040-05-06,Denis,4,5
2040-05-08,Denis,2,2
2040-05-13,Denis,2,6
2040-05-17,Denis,3,1
2040-05-18,Denis,3,1
2040-05-20,Denis,2,3
2040-05-22,Denis,3,3
2040-05-24,Denis,2,3
2040-05-30,Denis,4,2
2040-05-31,Denis,2,5
2040-06-01,Denis,3,6
2040-06-02,Denis,2,1
2040-06-07,Denis,2,2
2040-06-11,Denis,4,3
2040-06-13,Denis,5,4
2040-06-14,Denis,5,3
2040-06-15,Denis,3,3
2040-06-25,Denis,4,3
2040-06-26,Denis,5,6
2040-06-27,Denis,3,1
2040-07-04,Denis,3,6
2040-07-06,Denis,3,4
2040-07-07,Denis,5,4
2040-07-08,Denis,2,3
2040-07-11,Denis,4,2
2040-07-13,Denis,5,1
2040-07-17,Denis,5,3
2040-07-18,Denis,3,6
2040-07-21,Denis,5,3
2040-07-23,Denis,5,1
2040-07-25,Denis,3,2
2040-07-27,Denis,3,5
2040-07-28,Denis,4,4
2040-07-30,Denis,5,5
2040-08-02,Denis,2,2
2040-08-06,Denis,4,1
2040-08-08,Denis,3,2
2040-08-11,Denis,2,2
2040-08-12,Denis,4,6
2040-08-13,Denis,4,1
2040-08-16,Denis,4,3
2040-08-22,Denis,3,1
2040-08-27,Denis,4,3
2040-08-28,Denis,2,7
2040-08-29,Denis,4,7
2040-08-30,Denis,3,2
2040-09-02,Denis,4,6
2040-09-03,Denis,4,4
2040-09-04,Denis,2,6
2040-09-08,Denis,3,4
2040-09-09,Denis,2,7
2040-09-15,Denis,5,7
2040-09-18,Denis,3,4
2040-09-20,Denis,3,5
2040-09-23,Denis,3,7
2040-10-02,Denis,2,6
2040-10-07,Denis,2,1
2040-10-08,Denis,4,3
2040-10-09,Denis,3,6
2040-10-11,Denis,3,6
2040-10-12,Denis,4,1
2040-10-14,Denis,4,2
2040-10-16,Denis,3,7
2040-10-22,Denis,4,3
2040-10-25,Denis,5,5
2040-10-27,Denis,3,5
2040-10-28,Denis,5,5
2040-10-29,Denis,3,4
2040-10-30,Denis,2,4
2040-11-05,Denis,4,1
2040-11-06,Denis,3,1
2040-11-13,Denis,2,4
2040-11-14,Denis,4,7
2040-11-17,Denis,4,4
2040-11-18,Denis,2,1
2040-11-22,Denis,2,5
2040-11-27,Denis,3,5
2040-12-01,Denis,2,5
2040-12-06,Denis,3,7
2040-12-08,Denis,2,5
2040-12-09,Denis,3,3
2040-12-10,Denis,5,3
2040-12-17,Denis,5,1
2040-12-18,Denis,2,5
2040-12-19,Denis,2,3
2040-12-23,Denis,5,1
2040-12-24,Denis,3,4
2040-12-27,Denis,4,5
2040-12-29,Denis,4,5
2041-01-02,Denis,3,5
2041-01-08,Denis,4,2
2041-01-10,Denis,2,2
2041-01-13,Denis,4,7
2041-01-15,Denis,5,1
2041-01-16,Denis,4,2
2041-01-20,Denis,5,7
2041-01-21,Denis,5,6
2041-01-24,Denis,2,7
2041-01-25,Denis,3,4
2041-01-28,Denis,2,5
2041-01-29,Denis,2,6
2041-01-31,Denis,4,3
2041-02-02,Denis,5,7
2041-02-05,Denis,4,7
2041-02-06,Denis,4,5
2041-02-11,Denis,3,3
2041-02-16,Denis,5,6
2041-02-23,Denis,2,2
2041-03-02,Denis,2,3
2041-03-06,Denis,5,1
2041-03-10,Denis,3,4
2041-03-12,Denis,2,6
2041-03-15,Denis,5,6
2041-03-16,Denis,4,1
2041-03-18,Denis,3,5
2041-03-19,Denis,3,2
2041-04-01,Denis,5,3
2041-04-02,Denis,2,7
2041-04-06,Denis,5,7
2041-04-09,Denis,3,4
2041-04-17,Denis,3,5
2041-04-20,Denis,4,6
2041-04-21,Denis,3,7
2041-04-23,Denis,4,4
2041-04-27,Denis,4,6
2041-04-28,Denis,4,5
2041-04-29,Denis,4,3
2041-05-03,Denis,5,3
2041-05-06,Denis,4,6
2041-05-08,Denis,4,1
2041-05-09,Denis,5,1
2041-05-11,Denis,5,4
2041-05-12,Denis,3,1
2041-05-13,Denis,2,2
2041-05-15,Denis,4,4
2041-05-16,Denis,5,1
2041-05-19,Denis,5,7
2041-05-20,Denis,4,4
2041-05-21,Denis,4,7
2041-05-29,Denis,3,7
2041-06-04,Denis,3,2
2041-06-05,Denis,2,1
2041-06-08,Denis,3,4
2041-06-14,Denis,2,1
2041-06-21,Denis,4,2
2041-06-26,Denis,4,7
2041-07-04,Denis,2,4
2041-07-07,Denis,2,5
2041-07-10,Denis,2,3
2041-07-11,Denis,2,5
2041-07-13,Denis,3,7
2041-07-14,Denis,5,6
2041-07-16,Denis,5,4
2041-07-17,Denis,3,4
2041-07-19,Denis,3,7
2041-07-22,Denis,2,3
2041-07-24,Denis,2,1
2041-07-25,Denis,2,4
2041-07-29,Denis,3,7
2041-08-02,Denis,3,4
2041-08-03,Denis,4,3
2041-08-05,Denis,2,2
2041-08-08,Denis,2,7
2041-08-09,Denis,3,7
2041-08-14,Denis,5,6
2041-08-16,Denis,3,6
2041-08-20,Denis,2,6
2041-08-23,Denis,3,6
2041-08-25,Denis,3,3
2041-08-28,Denis,3,5
2041-09-01,Denis,5,6
2041-09-02,Denis,4,5
2041-09-07,Denis,4,3
2041-09-10,Denis,2,2
2041-09-17,Denis,3,3
2041-09-19,Denis,3,7
2041-09-24,Denis,2,5
2041-10-01,Denis,3,6
2041-10-03,Denis,2,2
2041-10-04,Denis,5,4
2041-10-05,Denis,3,4
2041-10-06,Denis,5,3
2041-10-07,Denis,4,4
2041-10-08,Denis,4,2
2041-10-18,Denis,2,3
2041-10-20,Denis,5,7
2041-10-22,Denis,2,1
2041-10-27,Denis,5,6
2041-11-02,Denis,2,6
2041-11-10,Denis,5,3
2041-11-13,Denis,5,4
2041-11-18,Denis,2,4
2041-11-20,Denis,3,4
2041-11-22,Denis,4,4
2041-11-23,Denis,2,3
2041-11-25,Denis,3,7
2041-11-26,Denis,5,7
2041-11-27,Denis,2,2
2041-11-29,Denis,5,6
2041-12-01,Denis,4,6
2041-12-03,Denis,5,6
2041-12-05,Denis,5,4
2041-12-07,Denis,2,4
2041-12-08,Denis,5,6
2041-12-12,Denis,4,3
2041-12-14,Denis,2,6
2041-12-15,Denis,4,5
2041-12-16,Denis,3,3
2041-12-24,Denis,3,1
2041-12-26,Denis,2,5
2041-12-27,Denis,4,4
2041-12-31,Denis,4,5
2042-01-05,Denis,2,6
2042-01-13,Denis,3,4
2042-01-16,Denis,3,1
2042-01-17,Denis,3,4
2042-01-25,Denis,5,6
2042-01-26,Denis,5,2
2042-01-28,Denis,5,7
2042-01-30,Denis,5,5
2042-02-05,Denis,5,7
2042-02-10,Denis,2,1
2042-02-11,Denis,4,2
2042-02-18,Denis,2,4
2042-02-19,Denis,3,4
2042-02-20,Denis,4,3
2042-02-23,Denis,5,7
2042-02-25,Denis,3,1
2042-02-26,Denis,5,5
2042-02-27,Denis,4,3
2042-03-03,Denis,2,7
2042-03-05,Denis,3,3
2042-03-09,Denis,2,1
2042-03-12,Denis,2,3
2042-03-14,Denis,2,4
2042-03-15,Denis,5,2
2042-03-16,Denis,2,4
2042-03-20,Denis,4,7
2042-03-21,Denis,5,3
2042-03-25,Denis,4,3
2042-03-28,Denis,4,1
2042-04-06,Denis,4,3
2042-04-12,Denis,5,2
2042-04-14,Denis,4,3
2042-04-15,Denis,2,4
2042-04-19,Denis,3,7
2042-04-23,Denis,3,1
2042-05-01,Denis,2,6
2042-05-02,Denis,2,4
2042-05-04,Denis,5,6
2042-05-05,Denis,4,7
2042-05-06,Denis,4,6
2042-05-08,Denis,2,2
2042-05-10,Denis,2,7
2042-05-14,Denis,5,3
2042-05-15,Denis,5,2
2042-05-19,Denis,4,4
2042-05-23,Denis,4,5
2042-05-24,Denis,4,5
2042-05-30,Denis,2,7
2042-06-02,Denis,4,5
2042-06-05,Denis,5,1
2042-06-12,Denis,5,2
2042-06-22,Denis,5,2
2042-06-23,Denis,4,2
2042-06-24,Denis,2,3
2042-06-25,Denis,2,3
2042-06-26,Denis,5,5
2042-06-29,Denis,5,4
2042-06-30,Denis,5,7
2042-07-02,Denis,5,4
2042-07-03,Denis,5,3
2042-07-08,Denis,2,2
2042-07-16,Denis,3,2
2042-07-17,Denis,4,3
2042-07-19,Denis,4,1
2042-07-29,Denis,3,5
2042-08-01,Denis,2,1
2042-08-03,Denis,4,5
2042-08-04,Denis,3,6
2042-08-09,Denis,4,3
2042-08-14,Denis,3,6
2042-08-17,Denis,4,7
2042-08-18,Denis,2,7
2042-08-19,Denis,5,5
2042-08-25,Denis,5,1
2042-08-26,Denis,3,6
2042-08-28,Denis,2,1
2042-08-29,Denis,3,3
2042-08-31,Denis,4,7
2042-09-04,Denis,5,2
2042-09-07,Denis,4,6
2042-09-08,Denis,5,7
2042-09-17,Denis,2,7
2042-09-24,Denis,2,7
2042-09-29,Denis,3,7
2042-10-02,Denis,5,4
2042-10-03,Denis,2,6
2042-10-05,Denis,5,1
2042-10-09,Denis,3,4
2042-10-10,Denis,4,7
2042-10-11,Denis,4,2
2042-10-12,Denis,2,2
2042-10-18,Denis,5,1
2042-10-19,Denis,4,1
2042-10-24,Denis,4,5
2042-10-28,Denis,2,7
2042-10-30,Denis,4,5
2042-10-31,Denis,5,1
2042-11-01,Denis,3,6
2042-11-07,Denis,5,6
2042-11-08,Denis,4,7
2042-11-10,Denis,4,3
2042-11-11,Denis,3,5
2042-11-12,Denis,5,5
2042-11-13,Denis,5,3
2042-11-19,Denis,3,5
2042-11-20,Denis,2,7
2042-11-21,Denis,5,5
2042-11-22,Denis,2,6
2042-12-01,Denis,3,4
2042-12-03,Denis,5,3
2042-12-06,Denis,4,3
2042-12-08,Denis,5,4
2042-12-12,Denis,2,1
2042-12-18,Denis,5,1
2042-12-19,Denis,2,6
2042-12-20,Denis,2,3
2042-12-23,Denis,5,1
2042-12-28,Denis,5,3
2042-12-29,Denis,4,1
2043-01-02,Denis,2,3
2043-01-08,Denis,3,3
2043-01-11,Denis,4,6
2043-01-12,Denis,4,3
2043-01-20,Denis,5,1
